spkid,H,diameter,e,a,q,i,ad,albedo,spec_B,main_class
20004711,12.71,8.156,0.2568,2.381,1.77,10.24,2.99,0.35,S,S-type
20004718,13.64,5.944,0.1595,2.36,1.984,8.03,2.74,0.485,Sl,S-type
20004726,13.01,8.336,0.0744,2.735,2.531,2.04,2.94,0.254,L,S-type
20004733,13.81,4.721,0.074,2.185,2.024,4.72,2.35,0.423,Sq,S-type
20004737,13.02,8.801,0.0772,2.696,2.487,4.6,2.9,0.149,L,S-type
20004744,12.14,19.189,0.1888,2.795,2.267,10.2,3.32,0.092,D,C-type
20004748,11.94,11.938,0.0567,2.743,2.588,16.31,2.9,0.349,S,S-type
20004767,12.85,7.923,0.1084,2.691,2.399,13.31,2.98,0.213,S,S-type
20004774,13.16,5.017,0.0845,2.237,2.048,3.63,2.43,0.584,S,S-type
20004817,13.9,3.792,0.2087,2.348,1.858,2.16,2.84,0.446,Sl,S-type
20004824,13.95,4.119,0.0568,2.289,2.159,6.47,2.42,0.454,Sr,S-type
20004844,12.69,7.578,0.2189,2.554,1.995,5.96,3.11,0.337,S,S-type
20004849,13.94,4.195,0.1113,2.279,2.025,3.0,2.53,0.364,S,S-type
20004853,13.56,6.239,0.2548,2.536,1.89,8.37,3.18,0.414,S,S-type
20004909,13.58,5.324,0.2459,2.274,1.714,2.41,2.83,0.278,S,S-type
20004910,13.64,4.326,0.3249,2.441,1.648,5.0,3.23,0.422,S,S-type
20004923,14.51,3.367,0.2024,2.144,1.71,6.68,2.58,0.366,S,S-type
20004945,13.09,7.441,0.3167,2.572,1.757,4.9,3.39,0.265,S,S-type
20004950,12.93,7.315,0.1847,2.746,2.239,12.7,3.25,0.196,Sq,S-type
20004951,13.49,5.192,0.1666,2.257,1.881,7.53,2.63,0.218,S,S-type
20004954,12.55,10.8,0.4494,2.001,1.102,17.43,2.9,0.176,S,S-type
20004957,15.11,3.499,0.2189,1.565,1.223,35.01,1.91,0.132,S,S-type
20004968,13.06,6.739,0.1121,2.524,2.241,5.41,2.81,0.324,Sq,S-type
20005008,12.95,7.206,0.061,2.215,2.08,5.27,2.35,0.298,S,S-type
20005013,12.87,10.086,0.0691,2.763,2.572,3.7,2.95,0.158,Sl,S-type
20005038,13.84,3.761,0.2825,2.31,1.657,10.93,2.96,0.4,S,S-type
20005051,13.79,4.591,0.1437,2.293,1.964,5.88,2.62,0.401,Sr,S-type
20005067,12.84,35.4466,0.0753,2.806,2.594,7.38,3.02,0.1781685714285714,L,S-type
20005069,13.14,6.18,0.1329,2.251,1.952,5.0,2.55,0.32,S,S-type
20005081,12.77,17.464,0.115,2.319,2.052,13.2,2.59,0.034,Ch,C-type
20005108,14.12,4.617,0.1096,2.305,2.052,6.43,2.56,0.301,S,S-type
20005111,12.88,6.447,0.127,2.354,2.055,5.81,2.65,0.425,R,S-type
20005134,12.0,10.75,0.0382,2.789,2.682,8.11,2.9,0.222,Sl,S-type
20005142,13.04,6.15,0.2764,2.539,1.837,6.29,3.24,0.388,Sq,S-type
20005143,14.07,4.843,0.771,1.835,0.42,8.98,3.25,0.227,O,C-type
20005159,13.3,6.388,0.1115,2.788,2.477,9.25,3.1,0.299,S,S-type
20005184,14.08,4.075,0.0327,2.157,2.086,4.0,2.23,0.352,S,S-type
20005195,14.05,4.339,0.1316,2.162,1.877,3.9,2.45,0.283,Sl,S-type
20005196,12.97,5.944,0.1372,2.7,2.329,13.24,3.07,0.146,S,S-type
20005208,12.82,8.081,0.0485,2.604,2.477,15.92,2.73,0.27,S,S-type
20005227,13.56,5.15,0.0856,2.291,2.095,8.62,2.49,0.383,S,S-type
20005230,13.33,5.681,0.3753,2.398,1.498,20.68,3.3,0.288,S,S-type
20005242,12.96,7.507,0.0692,2.799,2.606,2.88,2.99,0.313,Sq,S-type
20005253,14.7,2.449,0.225,1.974,1.53,28.76,2.42,0.528,S,S-type
20005261,16.09,1.878,0.0647,1.524,1.425,20.28,1.62,0.182,Sr,S-type
20005318,13.65,6.267,0.1343,2.289,1.982,3.31,2.6,0.215,Sk,S-type
20005333,13.26,13.587,0.1663,2.346,1.956,10.99,2.74,0.041,Ch,C-type
20005348,12.94,15.17,0.1721,2.794,2.313,7.06,3.27,0.07,Ch,C-type
20005392,12.95,7.053,0.344,2.348,1.54,22.06,3.16,0.284,Sl,S-type
20005397,12.82,11.455,0.1852,2.529,2.061,12.39,3.0,0.101,Sl,S-type
20005401,12.37,9.56,0.1525,2.794,2.368,10.07,3.22,0.299,S,S-type
20005407,14.42,2.823,0.2779,1.838,1.327,11.39,2.35,0.533,Sk,S-type
20005448,12.94,6.406,0.1448,2.222,1.9,4.84,2.54,0.272,S,S-type
20005482,13.44,5.688,0.1881,2.526,2.051,4.35,3.0,0.364,Sa,S-type
20005492,12.52,13.398,0.1369,2.783,2.402,17.59,3.16,0.222,L,S-type
20005510,13.82,4.314,0.2442,2.191,1.656,5.68,2.73,0.381,S,S-type
20005534,12.73,8.501,0.3385,2.757,1.824,7.49,3.69,0.269,S,S-type
20005552,12.98,7.331,0.2477,2.776,2.088,8.22,3.46,0.275,S,S-type
20005553,13.49,9.984,0.2046,2.738,2.178,9.78,3.3,0.112,Ch,C-type
20005563,12.07,10.188,0.0612,2.764,2.595,10.48,2.93,0.324,S,S-type
20005565,12.24,12.286,0.2174,2.81,2.199,10.31,3.42,0.203,S,S-type
20005585,14.27,71.04082352941177,0.3988,2.712,1.631,28.59,3.79,0.0528948529411764,Ch,C-type
20005587,13.89,3.57,0.5441,2.4,1.094,18.07,3.71,0.32,Sq,S-type
20005595,12.65,9.828,0.1644,2.723,2.275,9.83,3.17,0.201,S,S-type
20005610,12.94,7.812,0.0431,2.803,2.682,3.35,2.92,0.241,S,S-type
20005622,12.39,9.667,0.1719,2.802,2.32,8.11,3.28,0.328,Sq,S-type
20005647,12.29,8.61,0.2705,2.424,1.768,21.92,3.08,0.297,S,S-type
20005649,14.89,2.6,0.3364,2.28,1.513,21.73,3.05,0.38,S,S-type
20005685,11.77,12.993,0.0933,2.799,2.538,7.7,3.06,0.24,S,S-type
20005817,13.01,6.497,0.3407,2.408,1.588,21.1,3.23,0.297,S,S-type
20005836,15.0,2.754,0.5365,2.441,1.131,7.94,3.75,0.156,S,S-type
20005892,13.82,3.71,0.2998,2.387,1.671,4.59,3.1,0.411,S,S-type
20005965,13.07,8.083,0.0495,2.736,2.6,3.36,2.87,0.205,Sa,S-type
20006053,15.1,3.72,0.5287,2.147,1.012,21.58,3.28,0.14,Sq,S-type
20006071,12.37,9.586,0.1079,2.709,2.417,11.74,3.0,0.306,S,S-type
20006077,12.68,8.315,0.1117,2.79,2.478,4.3,3.1,0.28,Sq,S-type
20006078,12.9,6.866,0.1744,2.803,2.314,8.37,3.29,0.179,S,S-type
20006086,12.39,7.618,0.1697,2.72,2.259,8.94,3.18,0.401,Sl,S-type
20006129,13.03,17.096,0.1713,2.791,2.313,6.52,3.27,0.071,Ch,C-type
20006146,13.82,5.205,0.2656,2.313,1.698,3.4,2.93,0.285,Sq,S-type
20006192,12.93,6.455,0.2663,2.292,1.682,10.33,2.9,0.353,S,S-type
20006211,13.28,5.752,0.0939,2.756,2.497,8.54,3.02,0.444,Sr,S-type
20006233,14.01,9.886,0.1756,2.796,2.305,6.78,3.29,0.066,Ch,C-type
20006283,13.84,10.995,0.2027,2.792,2.226,7.3,3.36,0.056,Ch,C-type
20006364,12.19,10.536,0.2491,2.752,2.066,9.66,3.44,0.277,S,S-type
20006410,12.83,14.822,0.2245,2.773,2.15,8.68,3.39,0.082,Ch,C-type
20006455,14.1,4.626,0.5728,2.24,0.957,37.34,3.52,0.227,S,S-type
20006509,12.93,15.004,0.2389,2.79,2.124,6.4,3.46,0.072,Ch,C-type
20006582,12.93,19.311,0.2882,2.777,1.977,8.91,3.58,0.03,Ch,C-type
20006592,13.38,5.548,0.1603,2.757,2.315,4.21,3.2,0.33,Sq,S-type
20006669,13.43,6.17,0.2133,2.202,1.732,6.22,2.67,0.321,S,S-type
20006704,13.11,10.212,0.0422,2.758,2.642,3.14,2.87,0.116,K,S-type
20006908,13.27,6.443,0.092,2.75,2.497,5.6,3.0,0.388,S,S-type
20007056,13.01,7.582,0.0518,2.808,2.662,5.25,2.95,0.233,Sq,S-type
20007081,13.14,10.145,0.2397,2.747,2.088,6.71,3.41,0.143,K,S-type
20007110,13.14,14.345,0.2081,2.795,2.214,7.66,3.38,0.071,Ch,C-type
20007170,12.8,9.688,0.1837,2.697,2.202,12.48,3.19,0.188,S,S-type
20007211,13.26,6.393,0.161,2.799,2.349,9.1,3.25,0.299,S,S-type
20007225,13.27,6.68,0.2041,2.34,1.862,6.86,2.82,0.165,S,S-type
20007245,12.76,8.078,0.1162,2.768,2.446,5.7,3.09,0.271,L,S-type
20007341,16.96,0.982,0.5061,1.841,0.909,5.41,2.77,0.235,Sq,S-type
20007397,12.98,7.155,0.1666,2.784,2.32,8.66,3.25,0.414,S,S-type
20007402,13.27,13.164,0.2046,2.78,2.212,8.23,3.35,0.037,Ch,C-type
20007405,13.17,14.36,0.1716,2.765,2.29,9.14,3.24,0.065,Ch,C-type
20007451,12.55,7.563,0.1696,2.81,2.333,10.31,3.29,0.297,S,S-type
20007482,16.66,1.052,0.3294,1.349,0.904,33.47,1.79,0.277,S,S-type
20007512,13.39,13.734,0.1521,2.786,2.362,7.43,3.21,0.053,Ch,C-type
20007564,12.88,8.533,0.2002,2.768,2.214,10.84,3.32,0.221,S,S-type
20007728,12.86,6.495,0.1095,2.794,2.488,3.4,3.1,0.419,Sq,S-type
20007763,13.12,7.797,0.0708,2.741,2.547,4.81,2.93,0.22,L,S-type
20007822,17.34,1.602,0.1646,1.123,0.938,37.12,1.31,0.075,S,S-type
20008201,15.95,1.859,0.7061,2.539,0.746,9.54,4.33,0.154,O,C-type
20008334,13.28,7.837,0.1007,2.786,2.505,10.14,3.07,0.181,S,S-type
20008513,13.23,12.973,0.1766,2.745,2.26,6.83,3.23,0.067,D,C-type
20009400,14.84,3.698,0.5809,2.587,1.084,36.0,4.09,0.155,Sr,S-type
20010165,17.37,0.829,0.5037,1.235,0.613,23.9,1.86,0.372,L,S-type
20010199,6.54,302.0,0.1689,15.76,13.097,23.42,18.42,0.045,D,C-type
20010473,13.83,7.984,0.0956,2.718,2.458,2.12,2.98,0.114,K,S-type
20010504,13.38,6.959,0.1649,2.763,2.308,5.74,3.22,0.21,Sl,S-type
20011066,15.23,2.104,0.3754,1.392,0.869,36.88,1.91,0.19,K,S-type
20011398,16.38,1.316,0.3895,1.721,1.05,15.02,2.39,0.318,Sr,S-type
20011405,15.26,3.621,0.3939,1.46,0.885,22.86,2.03,0.112,Sq,S-type
20011500,18.37,0.738,0.3558,1.08,0.696,10.31,1.46,0.142,S,S-type
20011906,13.43,5.295,0.1911,2.737,2.214,10.65,3.26,0.334,Sq,S-type
20013651,17.89,0.562,0.3057,1.335,0.927,17.25,1.74,0.511,S,S-type
20016834,15.8,1.87,0.4421,1.468,0.819,16.0,2.12,0.22,S,S-type
20017480,13.96,4.301,0.1751,2.79,2.301,8.66,3.28,0.263,S,S-type
20019356,17.01,0.91,0.5576,2.512,1.111,3.01,3.91,0.34,S,S-type
20020826,13.85,3.687,0.6362,2.418,0.88,31.92,3.96,0.123,Sq,S-type
20022449,13.98,3.762,0.3519,2.343,1.518,21.54,3.17,0.325,S,S-type
20035107,16.91,0.929,0.1442,1.137,0.973,13.91,1.3,0.408,Sk,S-type
20040267,15.55,1.641,0.8084,1.339,0.256,34.48,2.42,0.214,Sq,S-type
20054686,16.62,1.349,0.3419,1.777,1.169,33.21,2.38,0.244,S,S-type
20055532,16.13,1.306,0.6957,1.794,0.546,38.55,3.04,0.376,Sk,S-type
20085818,15.46,2.028,0.416,1.657,0.968,62.72,2.35,0.168,S,S-type
20085953,18.15,0.59,0.703,0.7388,0.219,12.6,1.26,0.32,S,S-type
20085989,17.07,1.462,0.6329,0.8831,0.324,17.07,1.44,0.056,K,S-type
20086326,17.42,1.348,0.3627,1.844,1.176,34.31,2.51,0.098,S,S-type
20086819,17.47,0.802,0.5059,1.995,0.986,10.06,3.0,0.301,Sq,S-type
20089355,15.8,2.038,0.3086,1.787,1.235,22.66,2.34,0.246,S,S-type
20098943,18.73,35.4466,0.2192,1.032,0.806,4.81,1.26,0.1781685714285714,L,S-type
20099942,19.09,0.34,0.1911,0.9224,0.746,3.34,1.1,0.35,Sq,S-type
20100756,16.34,1.809,0.5546,2.264,1.009,11.58,3.52,0.163,S,S-type
20100926,16.64,1.174,0.4074,1.783,1.057,24.24,2.51,0.234,S,S-type
20137062,16.77,1.265,0.3153,1.225,0.838,22.52,1.61,0.411,Sq,S-type
20139056,19.18,0.32,0.3281,1.886,1.267,4.73,2.5,0.52,S,S-type
20153953,16.84,35.4466,0.8089,1.773,0.339,31.01,3.21,0.1781685714285714,L,S-type
20162142,18.83,0.462,0.3179,0.8753,0.597,21.81,1.15,0.25,Sk,S-type
20162385,18.61,0.812,0.3586,0.7407,0.475,6.88,1.01,0.115,O,C-type
20194386,16.96,0.916,0.6135,2.301,0.889,13.69,3.71,0.353,Sq,S-type
20200754,18.51,0.553,0.5169,1.756,0.849,15.51,2.66,0.21,S,S-type
20257838,18.0,41.79625000000001,0.4196,2.165,1.257,7.06,3.07,0.4345,R,S-type
20357022,19.07,0.432,0.3295,1.285,0.861,34.52,1.71,0.217,S,S-type
20376713,16.76,71.04082352941177,0.4137,2.348,1.376,21.09,3.32,0.0528948529411764,Ch,C-type
20385186,17.64,0.811,0.0755,1.105,1.022,24.1,1.19,0.223,Sa,S-type
20401857,16.12,4.2,0.8554,2.825,0.408,22.04,5.24,0.046,D,C-type
20413038,16.93,1.237,0.5773,2.648,1.119,23.98,4.18,0.301,Sk,S-type
20483422,20.53,35.4466,0.1668,1.138,0.948,12.26,1.33,0.1781685714285714,L,S-type
20612267,20.91,52.75854545454546,0.3474,1.358,0.886,7.77,1.83,0.0650909090909091,D,C-type
3005818,18.8,38.663235294117655,0.5819,2.964,1.239,16.24,4.69,0.1439823529411764,K,S-type
3010682,19.96,3.004166666666667,0.5233,2.248,1.071,6.16,3.42,0.2381666666666666,O,C-type
3102724,20.9,38.663235294117655,0.6573,2.471,0.847,2.85,4.1,0.1439823529411764,K,S-type
3102743,21.2,52.75854545454546,0.4467,1.867,1.033,1.5,2.7,0.0650909090909091,D,C-type
3102770,21.5,38.663235294117655,0.5573,2.416,1.07,11.35,3.76,0.1439823529411764,K,S-type
3114037,20.8,0.16,0.5246,2.37,1.127,15.67,3.61,0.32,Sr,S-type
3114073,20.3,71.04082352941177,0.5399,2.053,0.945,20.89,3.16,0.0528948529411764,Ch,C-type
3114105,22.57,35.4466,0.4231,1.378,0.795,11.29,1.96,0.1781685714285714,L,S-type
20000031,6.86,267.08,0.216,3.16,2.478,26.32,3.84,0.053,Cb,C-type
20000081,8.71,117.727,0.2121,2.853,2.248,7.8,3.46,0.045,Cb,C-type
20000150,8.6,119.128,0.1236,2.983,2.614,2.2,3.35,0.052,Cb,C-type
20000165,7.82,180.083,0.0836,3.127,2.865,11.23,3.39,0.047,Cb,C-type
20000191,9.11,94.536,0.0873,2.896,2.644,11.52,3.15,0.046,Cb,C-type
20000210,9.38,86.65,0.1236,2.721,2.385,5.26,3.06,0.0436,Cb,C-type
20000253,10.38,52.8,0.2643,2.647,1.947,6.74,3.35,0.0436,Cb,C-type
20000381,8.41,127.639,0.0889,3.23,2.943,12.56,3.52,0.064,Cb,C-type
20000515,10.97,41.19,0.1771,3.119,2.566,2.04,3.67,0.039,Cb,C-type
20000527,10.46,52.627,0.152,2.724,2.31,9.66,3.14,0.039,Cb,C-type
20000545,8.83,112.631,0.1708,3.207,2.659,11.19,3.76,0.041,Cb,C-type
20000785,9.48,49.46,0.2071,2.573,2.04,12.79,3.11,0.12,Cb,C-type
20001277,11.36,32.587,0.24,2.698,2.05,6.98,3.35,0.063,Cb,C-type
20001726,12.3,25.25,0.0453,2.786,2.66,3.49,2.91,0.037,Cb,C-type
20001796,9.91,68.167,0.053,3.362,3.183,22.56,3.54,0.044,Cb,C-type
20002060,5.58,166.0,0.3774,13.71,8.533,6.92,18.88,0.15,Cb,C-type
20002251,11.71,29.488,0.148,2.711,2.31,7.44,3.11,0.059,Cb,C-type
20002370,13.1,15.032,0.1823,2.715,2.22,8.26,3.21,0.054,Cb,C-type
20002762,13.0,4.467,0.1508,2.331,1.98,4.7,2.68,0.646,Cb,C-type
20002778,13.49,12.545,0.1217,2.282,2.004,4.61,2.56,0.044,Cb,C-type
20002952,14.35,6.03,0.1705,2.314,1.919,3.32,2.71,0.101,Cb,C-type
20003671,16.5,1.5,0.542,2.2,1.008,13.54,3.39,0.16,Cb,C-type
20003833,15.63,50.06575000000001,0.3896,2.195,1.34,12.02,3.05,0.1120333333333333,Cb,C-type
20004194,12.28,17.019,0.042,2.698,2.584,7.52,2.81,0.097,Cb,C-type
20004276,14.95,4.708,0.2039,2.01,1.6,21.02,2.42,0.087,Cb,C-type
20004297,13.41,3.668,0.1925,2.335,1.886,5.86,2.78,1.0,Cb,C-type
20004534,12.9,15.838,0.1763,2.798,2.305,7.24,3.29,0.064,Cb,C-type
20004944,13.48,11.125,0.0647,2.746,2.568,4.49,2.92,0.061,Cb,C-type
20005329,13.07,10.516,0.27,2.607,1.903,13.41,3.31,0.057,Cb,C-type
20005591,13.37,17.075,0.0871,2.779,2.536,4.24,3.02,0.038,Cb,C-type
20006354,12.46,7.641,0.214,2.657,2.089,24.57,3.23,0.399,Cb,C-type
20006782,13.13,15.057,0.0619,2.789,2.617,3.29,2.96,0.047,Cb,C-type
20007404,14.01,10.747,0.2843,2.793,1.999,6.56,3.59,0.059,Cb,C-type
20009970,12.82,20.035,0.2075,2.791,2.211,7.54,3.37,0.036,Cb,C-type
20152679,16.67,4.167,0.5524,2.251,1.008,4.93,3.49,0.022,Cb,C-type
20162173,19.55,0.896,0.1911,1.191,0.963,5.87,1.42,0.045,Cb,C-type
20413123,18.99,1.258,0.5564,2.671,1.185,10.94,4.16,0.03,Cb,C-type
20001862,16.08,1.5,0.5599,1.471,0.647,6.35,2.29,0.25,Q,S-type
20002102,16.0,1.649,0.2993,1.29,0.904,64.0,1.68,0.245,Q,S-type
20003753,15.44,2.071,0.5148,0.9978,0.484,19.8,1.51,0.365,Q,S-type
20005660,15.38,1.3278,0.7621,1.785,0.425,38.14,3.15,0.2618,Q,S-type
20005828,15.97,1.457,0.6949,1.698,0.518,30.12,2.88,0.331,Q,S-type
20006489,19.22,0.53,0.6151,2.484,0.956,2.27,4.01,0.151,Q,S-type
20008176,17.02,1.3278,0.6432,1.575,0.562,39.59,2.59,0.2618,Q,S-type
20009969,16.01,1.3278,0.4342,2.34,1.324,29.02,3.36,0.2618,Q,S-type
20010563,16.94,1.3278,0.2662,1.007,0.739,63.47,1.27,0.2618,Q,S-type
20023548,17.25,1.3278,0.518,2.289,1.104,23.44,3.47,0.2618,Q,S-type
20086039,15.97,2.22,0.5789,1.76,0.741,7.13,2.78,0.14,Q,S-type
20136993,17.85,1.3278,0.5956,2.309,0.934,24.48,3.68,0.2618,Q,S-type
20137126,18.14,1.3278,0.6012,1.772,0.707,5.55,2.84,0.2618,Q,S-type
20137158,17.92,1.3278,0.607,1.18,0.464,12.9,1.9,0.2618,Q,S-type
20137925,16.07,1.372,0.7637,1.292,0.305,31.11,2.28,0.373,Q,S-type
20152560,19.23,1.3278,0.3979,1.443,0.869,3.45,2.02,0.2618,Q,S-type
20152931,16.34,1.646,0.4557,0.9297,0.506,28.58,1.35,0.237,Q,S-type
20219071,17.13,0.657,0.2821,1.053,0.756,20.02,1.35,0.383,Q,S-type
20422686,21.63,0.176,0.2864,0.8537,0.609,4.7,1.1,0.143,Q,S-type
3190019,19.2,1.3278,0.4312,2.415,1.373,39.34,3.46,0.2618,Q,S-type
20000021,7.51,95.76,0.1647,2.434,2.033,3.06,2.84,0.2212,Xk,X-type
20000056,8.55,121.333,0.2371,2.597,1.981,8.08,3.21,0.057,Xk,X-type
20000075,9.27,62.377,0.3039,2.675,1.862,4.99,3.49,0.117,Xk,X-type
20000099,9.48,67.354,0.1976,2.663,2.137,13.86,3.19,0.065,Xk,X-type
20000114,8.48,94.178,0.1386,2.676,2.305,4.94,3.05,0.089,Xk,X-type
20000135,8.37,79.24,0.2081,2.427,1.922,2.3,2.93,0.1436,Xk,X-type
20000173,7.99,125.821,0.2098,2.741,2.166,14.2,3.32,0.096,Xk,X-type
20000181,8.09,115.383,0.2082,3.125,2.474,18.9,3.78,0.101,Xk,X-type
20000250,7.7,120.995,0.1368,3.143,2.713,12.82,3.57,0.112,Xk,X-type
20000332,9.71,40.37,0.0901,2.776,2.525,2.84,3.03,0.1719,Xk,X-type
20000336,9.98,63.356,0.095,2.252,2.038,5.65,2.47,0.054,Xk,X-type
20000338,8.59,50.506,0.0179,2.913,2.861,6.04,2.96,0.276,Xk,X-type
20000417,9.7,54.874,0.1354,2.798,2.42,6.65,3.18,0.072,Xk,X-type
20000441,8.66,65.131,0.0821,2.805,2.575,8.16,3.04,0.204,Xk,X-type
20000547,10.01,52.462,0.2359,2.773,2.119,16.86,3.43,0.101,Xk,X-type
20000559,9.56,79.82,0.0662,2.712,2.532,9.31,2.89,0.05,Xk,X-type
20000581,10.04,61.481,0.0351,3.212,3.099,21.9,3.32,0.031,Xk,X-type
20000671,10.37,60.604,0.0616,3.094,2.904,8.01,3.28,0.028,Xk,X-type
20000757,10.07,32.894,0.1081,2.374,2.117,8.17,2.63,0.217,Xk,X-type
20000907,9.94,82.66,0.1641,2.799,2.34,19.53,3.26,0.032,Xk,X-type
20000973,10.23,51.609,0.1136,3.212,2.848,15.82,3.58,0.098,Xk,X-type
20001071,10.69,60.862,0.1113,2.8,2.488,5.36,3.11,0.036,Xk,X-type
20001094,11.68,17.869,0.1307,2.546,2.214,14.02,2.88,0.127,Xk,X-type
20001103,12.2,6.692,0.0944,1.934,1.751,17.9,2.12,0.384,Xk,X-type
20001104,12.34,23.244,0.3427,2.632,1.73,6.44,3.53,0.033,Xk,X-type
20001135,10.81,50.592,0.1139,2.666,2.362,4.54,2.97,0.057,Xk,X-type
20001214,11.32,36.668,0.1169,2.711,2.394,9.84,3.03,0.048,Xk,X-type
20001351,10.2,60.01,0.0691,3.196,2.975,9.64,3.42,0.035,Xk,X-type
20001373,11.51,19.448,0.3155,3.419,2.34,38.95,4.5,0.155,Xk,X-type
20001548,11.72,30.761,0.0816,2.788,2.56,16.55,3.02,0.045,Xk,X-type
20002559,12.66,20.884,0.1538,2.787,2.358,8.88,3.22,0.034,Xk,X-type
20002606,11.98,15.91,0.2629,2.76,2.035,12.45,3.49,0.175,Xk,X-type
20002681,12.49,13.297,0.1941,2.744,2.212,3.98,3.28,0.12,Xk,X-type
20003533,13.04,49.74939024390243,0.1168,2.22,1.961,4.87,2.48,0.1215642857142857,Xk,X-type
20003704,12.67,9.576,0.0518,2.41,2.285,5.9,2.53,0.243,Xk,X-type
20003730,11.96,26.996,0.1634,2.725,2.28,6.95,3.17,0.051,Xk,X-type
20004369,12.24,16.019,0.2513,2.61,1.954,11.83,3.27,0.12,Xk,X-type
20004424,11.97,24.019,0.0793,2.756,2.538,14.73,2.97,0.056,Xk,X-type
20005576,12.59,24.332,0.0706,2.759,2.564,5.61,2.95,0.036,Xk,X-type
20017274,16.87,3.183,0.5539,2.731,1.219,5.57,4.24,0.037,Xk,X-type
20035396,17.01,0.704,0.4837,1.442,0.745,4.1,2.14,0.772,Xk,X-type
20085990,20.27,0.451,0.3111,1.008,0.695,5.36,1.32,0.095,Xk,X-type
20086450,18.45,49.74939024390243,0.4148,0.968,0.567,18.11,1.37,0.1215642857142857,Xk,X-type
20138893,18.17,49.74939024390243,0.7437,1.173,0.301,18.36,2.05,0.1215642857142857,Xk,X-type
20307161,18.35,49.74939024390243,0.2742,1.492,1.083,24.17,1.9,0.1215642857142857,Xk,X-type
20363067,19.21,49.74939024390243,0.0901,1.076,0.979,15.32,1.17,0.11,Xk,X-type
20524150,20.67,49.74939024390243,0.4586,2.069,1.12,16.03,3.02,0.1215642857142857,Xk,X-type
20000004,3.25,525.4,0.09,2.361,2.148,7.14,2.57,0.4228,V,S-type
20000016,6.21,222.0,0.1341,2.922,2.53,3.1,3.31,0.1203,X,X-type
20000022,6.8,167.536,0.0989,2.911,2.623,13.7,3.2,0.166,X,X-type
20000044,6.75,70.64,0.1496,2.422,2.06,3.71,2.78,0.482,Xc,X-type
20000046,8.55,131.471,0.1722,2.525,2.09,2.35,2.96,0.046,Xc,X-type
20000055,7.85,84.794,0.145,2.759,2.359,7.18,3.16,0.204,X,X-type
20000065,6.83,237.26,0.1265,3.413,2.981,3.56,3.84,0.0706,Xc,X-type
20000069,7.22,138.13,0.1698,2.98,2.474,8.59,3.49,0.1402,X,X-type
20000076,8.03,145.423,0.1675,3.41,2.839,2.12,3.98,0.058,X,X-type
20000083,8.75,110.503,0.0828,2.432,2.23,4.97,2.63,0.05,X,X-type
20000087,6.95,253.051,0.0939,3.477,3.151,10.88,3.8,0.046,X,X-type
20000092,6.77,126.42,0.1051,3.184,2.85,9.92,3.52,0.2509,Xc,X-type
20000096,7.68,177.774,0.1419,3.05,2.617,15.98,3.48,0.048,T,C-type
20000107,7.12,210.37,0.0655,3.487,3.259,10.0,3.72,0.059,X,X-type
20000110,7.86,86.09,0.0794,2.733,2.516,5.96,2.95,0.1808,X,X-type
20000117,8.18,208.974,0.0232,2.991,2.922,14.92,3.06,0.027,X,X-type
20000125,8.96,48.418,0.0813,2.742,2.519,4.67,2.96,0.182,X,X-type
20000129,7.01,113.0,0.213,2.869,2.258,12.27,3.48,0.151,X,X-type
20000131,10.03,31.337,0.0693,2.432,2.263,4.96,2.6,0.246,Xc,X-type
20000139,8.06,151.116,0.1701,2.785,2.311,10.87,3.26,0.052,X,X-type
20000140,8.5,109.79,0.2162,2.734,2.143,3.19,3.33,0.0676,Xc,X-type
20000143,9.35,95.377,0.0729,2.761,2.56,11.44,2.96,0.044,Xc,X-type
20000153,7.76,170.63,0.1387,3.971,3.42,7.83,4.52,0.0618,X,X-type
20000161,9.33,40.992,0.1368,2.38,2.054,9.06,2.71,0.23,Xc,X-type
20000164,8.81,100.254,0.3467,2.632,1.72,24.48,3.54,0.029,X,X-type
20000184,8.39,62.483,0.0595,3.196,3.005,1.13,3.39,0.215,X,X-type
20000190,7.91,159.0,0.1683,3.995,3.322,6.17,4.67,0.066,X,X-type
20000199,8.52,76.129,0.1832,3.161,2.582,15.48,3.74,0.107,X,X-type
20000201,8.59,85.877,0.1791,2.679,2.199,5.76,3.16,0.04,X,X-type
20000209,8.33,179.008,0.0546,3.146,2.974,7.17,3.32,0.028,Xc,X-type
20000214,9.35,24.957,0.0308,2.612,2.531,3.44,2.69,1.0,Xc,X-type
20000242,9.54,40.802,0.1226,2.86,2.509,11.35,3.21,0.222,Xc,X-type
20000247,8.19,130.935,0.2466,2.74,2.065,24.95,3.42,0.064,Xc,X-type
20000259,7.84,174.318,0.1298,3.133,2.726,10.81,3.54,0.043,X,X-type
20000261,9.58,50.011,0.0902,2.331,2.121,3.63,2.54,0.137,X,X-type
20000272,10.88,26.87,0.0295,2.777,2.695,4.43,2.86,0.128,X,X-type
20000279,8.61,126.59,0.0441,4.266,4.078,2.33,4.45,0.0412,X,X-type
20000304,10.06,65.99,0.2224,2.402,1.868,15.85,2.94,0.047,Xc,X-type
20000308,8.19,128.578,0.0387,2.75,2.643,4.36,2.86,0.047,T,C-type
20000322,9.18,69.855,0.2443,2.784,2.104,8.05,3.46,0.089,X,X-type
20000337,8.98,64.549,0.1369,2.383,2.057,7.86,2.71,0.135,X,X-type
